book_id,title,fantasy,classic,non_fiction,young_adult,fiction,adult,mystery,romance,children,author,year,rating,image_url
6554,Darkness,1,0,0,0,1,1,1,0,0,John Saul,1991,3.92,https://images.gr-assets.com/books/1351707720m/6327.jpg
6572,Suffer the Children,1,0,0,0,1,1,1,0,0,John Saul,1977,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925349l/6572.jpg
6588,"The Big Bad Wolf  (Alex Cross, #9)",0,0,0,0,1,1,1,0,0,James Patterson,2003,3.97,https://images.gr-assets.com/books/1353048590m/6334.jpg
6613,Four Blondes,0,0,0,0,1,1,0,1,0,Candace Bushnell,2000,2.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438538645l/6613._SY475_.jpg
6614,Lipstick Jungle,0,0,0,0,1,1,0,1,0,Candace Bushnell,2005,3.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390589010l/6614.jpg
6628,"The Big Over Easy (Nursery Crime, #1)",1,0,0,0,1,1,0,0,0,Jasper Fforde,2005,3.92,https://images.gr-assets.com/books/1311983211m/6422.jpg
6656,The Divine Comedy,1,1,0,0,1,1,0,0,0,Dante Alighieri,1308,4.06,https://images.gr-assets.com/books/1270849101m/6423.jpg
6667,Boy: Tales of Childhood,1,1,0,0,0,0,0,0,1,Roald Dahl,1984,4.09,https://images.gr-assets.com/books/1311720512m/6424.jpg
6670,The Magic Finger (Young Puffin Developing Reader),1,1,0,0,0,0,0,0,1,Roald Dahl,1966,3.66,https://images.gr-assets.com/books/1479699438m/6425.jpg
6671,The Wonderful Story of Henry Sugar and Six More,1,1,0,0,0,0,0,0,1,Roald Dahl,1977,4.15,https://images.gr-assets.com/books/1479699584m/6426.jpg
6678,Going Solo,1,1,0,0,0,0,0,0,1,Roald Dahl,1986,4.04,https://images.gr-assets.com/books/1330926461m/6427.jpg
6687,"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",1,1,0,0,0,0,0,0,1,Roald Dahl,1972,3.64,https://images.gr-assets.com/books/1405336818m/6440.jpg
6689,James and the Giant Peach,1,1,0,0,0,0,0,0,1,Roald Dahl,1961,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586l/6689.jpg
6690,Danny the Champion of the World,1,1,0,0,0,0,0,0,1,Roald Dahl,1975,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437500743l/6690._SX318_.jpg
6693,Fantastic Mr. Fox,1,1,0,0,0,0,0,0,1,Roald Dahl,1970,4.03,https://images.gr-assets.com/books/1310552145m/6528.jpg
6694,The Giraffe and the Pelly and Me,1,1,0,0,0,0,0,0,1,Roald Dahl,1985,3.8,https://images.gr-assets.com/books/1310723816m/6530.jpg
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,0,0,1,0,0,1,0,0,0,David Foster Wallace,1996,4.28,https://images.gr-assets.com/books/1399629118m/6531.jpg
6749,Oblivion,0,0,0,0,1,1,0,0,0,David Foster Wallace,2004,4.07,https://images.gr-assets.com/books/1341835831m/6534.jpg
6750,The Broom of the System,0,0,0,0,1,1,0,0,0,David Foster Wallace,1987,3.84,https://images.gr-assets.com/books/1309209800m/6537.jpg
6751,Consider the Lobster and Other Essays,0,0,1,0,0,1,0,0,0,David Foster Wallace,2005,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388854217l/6751.jpg
6753,Brief Interviews with Hideous Men,0,0,0,0,1,1,0,0,0,David Foster Wallace,1999,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347635121l/6753.jpg
6759,Infinite Jest,0,0,0,0,1,1,0,0,0,David Foster Wallace,1996,4.31,https://images.gr-assets.com/books/1327632787m/6541.jpg
6819,Ghostwritten,1,0,0,1,1,1,0,0,0,David Mitchell,1999,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320415093l/6819.jpg
6820,number9dream,0,0,0,1,1,1,0,0,0,David Mitchell,2001,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320540682l/6820.jpg
6853,"One for the Money (Stephanie Plum, #1)",0,0,0,1,1,1,1,1,0,Janet Evanovich,1994,4.03,https://images.gr-assets.com/books/1388328154m/6588.jpg
6854,"Three to Get Deadly (Stephanie Plum, #3)",0,0,0,1,1,1,1,1,0,Janet Evanovich,1997,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311727539l/6854.jpg
6858,"Hot Six (Stephanie Plum, #6)",0,0,0,1,1,1,1,1,0,Janet Evanovich,2000,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388177839l/6858.jpg
6862,Amsterdam,0,0,0,1,1,1,1,0,0,Ian McEwan,1998,3.41,https://images.gr-assets.com/books/1432412758m/6628.jpg
6867,Atonement,0,0,0,0,1,1,0,0,0,Ian McEwan,2001,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449708l/6867.jpg
6872,The Comfort of Strangers,0,0,0,0,1,1,1,1,0,Ian McEwan,1981,3.44,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197584l/6872.jpg
6952,Like Water for Chocolate,1,0,0,1,1,1,1,1,0,Laura Esquivel,1989,3.94,https://images.gr-assets.com/books/1434928966m/6670.jpg
6976,The Mermaid Chair,0,0,0,0,1,1,0,1,0,Sue Monk Kidd,2004,3.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533194482l/6976.jpg
7035,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",0,0,0,0,1,1,1,0,0,Alexander McCall Smith,2001,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379303019l/7035.jpg
7036,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",0,0,0,0,1,1,1,0,0,Alexander McCall Smith,2002,3.99,https://images.gr-assets.com/books/1309211607m/6687.jpg
7039,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",0,0,0,0,1,1,1,0,0,Alexander McCall Smith,2000,3.95,https://images.gr-assets.com/books/1320412586m/6689.jpg
7053,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",0,0,0,0,1,1,1,0,0,Alexander McCall Smith,2004,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422951731l/7053.jpg
7058,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",0,0,0,0,1,1,1,0,0,Alexander McCall Smith,2007,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439612347l/7058._SY475_.jpg
7061,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",0,0,0,0,1,1,1,0,0,Alexander McCall Smith,1998,3.75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459953654l/7061._SY475_.jpg
7126,The Count of Monte Cristo,0,1,0,0,1,1,0,1,0,Alexandre Dumas,1844,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203605l/7126.jpg
7144,Crime and Punishment,0,0,0,0,1,1,1,0,0,Fyodor Dostoyevsky,1866,4.18,https://images.gr-assets.com/books/1311905400m/6749.jpg
7184,"Twenty Years After (The D'Artagnan Romances, #2)",0,1,0,0,1,1,0,1,0,Alexandre Dumas,1845,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165607713l/7184.jpg
7190,The Three Musketeers,0,1,0,1,1,1,1,0,0,Alexandre Dumas,1844,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320436982l/7190.jpg
7199,The Way the Crow Flies,0,0,0,1,1,1,0,1,0,Ann-Marie MacDonald,2003,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433037834l/7199._SY475_.jpg
7201,As the Crow Flies,0,0,0,1,1,1,0,1,0,Jeffrey Archer,1990,4.05,https://images.gr-assets.com/books/1446876799m/6759.jpg
7244,The Poisonwood Bible,0,0,0,0,1,1,0,0,0,Barbara Kingsolver,1998,4.02,https://images.gr-assets.com/books/1320415093m/6819.jpg
7332,The Silmarillion (Middle-Earth Universe),1,1,0,1,1,1,0,0,0,J.R.R. Tolkien,1977,3.87,https://images.gr-assets.com/books/1320540682m/6820.jpg
7389,"Runaways, Vol. 1: Pride and Joy (Runaways, #1)",1,0,0,1,1,0,0,0,0,Brian K. Vaughan,2006,4.02,https://images.gr-assets.com/books/1316730230m/6853.jpg
7432,"Pardonable Lies (Maisie Dobbs, #3)",0,0,0,0,1,1,1,0,0,Jacqueline Winspear,2005,4.09,https://images.gr-assets.com/books/1311727539m/6854.jpg
7433,"Messenger of Truth (Maisie Dobbs, #4)",0,0,0,0,1,1,1,0,0,Jacqueline Winspear,2006,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442323066l/7433._SY475_.jpg
7437,Naked Lunch,1,0,0,0,1,1,0,0,0,William S. Burroughs,1959,3.46,https://images.gr-assets.com/books/1403191209m/6862.jpg
7455,Sex and the City,0,0,0,0,1,1,0,1,0,Candace Bushnell,1996,3.37,https://images.gr-assets.com/books/1320449708m/6867.jpg
